warehouse_id,sku_id,order_week,weekly_demand,ending_stock,reorder_qty
north,SKU0005,2024-23,31,115,0
north,SKU0005,2024-24,18,297,200
north,SKU0005,2024-25,51,246,0
north,SKU0005,2024-26,24,222,0
north,SKU0005,2024-27,45,177,0
north,SKU0005,2024-28,36,141,0
north,SKU0005,2024-29,51,290,200
north,SKU0005,2024-30,57,233,0
north,SKU0005,2024-31,25,208,0
north,SKU0005,2024-32,47,161,0
north,SKU0005,2024-33,39,122,0
north,SKU0005,2024-34,45,277,200
north,SKU0005,2024-35,46,231,0
north,SKU0005,2024-36,40,191,0
north,SKU0005,2024-37,46,145,0
north,SKU0005,2024-38,15,130,0
north,SKU0005,2024-39,52,278,200
north,SKU0005,2024-40,32,246,0
north,SKU0005,2024-41,41,205,0
north,SKU0005,2024-42,22,183,0
north,SKU0005,2024-43,40,143,0
north,SKU0005,2024-44,25,118,0
north,SKU0005,2024-45,44,574,500
north,SKU0005,2024-46,42,532,0
north,SKU0005,2024-47,47,485,0
north,SKU0005,2024-48,67,418,0
north,SKU0005,2024-49,28,390,0
north,SKU0005,2024-50,63,327,0
north,SKU0005,2024-51,61,266,0
north,SKU0006,2023-32,5,386,0
north,SKU0006,2023-33,4,382,0
north,SKU0006,2023-34,8,374,0
north,SKU0006,2023-35,8,366,0
north,SKU0006,2023-36,6,360,0
north,SKU0006,2023-37,14,346,0
north,SKU0006,2023-38,15,331,0
north,SKU0006,2023-39,19,312,0
north,SKU0006,2023-40,14,298,0
north,SKU0006,2023-41,20,278,0
north,SKU0006,2023-42,27,251,0
north,SKU0006,2023-43,21,230,0
north,SKU0006,2023-44,31,199,0
north,SKU0006,2023-45,33,166,0
north,SKU0006,2023-46,39,127,0
north,SKU0006,2023-47,32,595,500
north,SKU0006,2023-48,42,553,0
north,SKU0006,2023-49,48,505,0
north,SKU0006,2023-50,44,461,0
north,SKU0006,2023-51,40,421,0
north,SKU0006,2023-52,50,371,0
north,SKU0006,2024-01,60,311,0
north,SKU0006,2024-02,46,265,0
north,SKU0006,2024-03,67,198,0
north,SKU0006,2024-04,53,145,0
north,SKU0006,2024-05,51,294,200
north,SKU0006,2024-06,54,240,0
north,SKU0006,2024-07,47,193,0
north,SKU0006,2024-08,46,147,0
north,SKU0006,2024-09,62,385,300
north,SKU0006,2024-10,58,327,0
north,SKU0006,2024-11,40,287,0
north,SKU0006,2024-12,49,238,0
north,SKU0006,2024-13,53,185,0
north,SKU0006,2024-14,44,141,0
north,SKU0006,2024-15,46,295,200
north,SKU0006,2024-16,42,253,0
north,SKU0006,2024-17,43,210,0
north,SKU0006,2024-18,46,164,0
north,SKU0006,2024-19,38,126,0
north,SKU0006,2024-20,40,586,500
north,SKU0006,2024-21,54,532,0
north,SKU0006,2024-22,53,479,0
north,SKU0006,2024-23,34,445,0
north,SKU0006,2024-24,47,398,0
north,SKU0006,2024-25,44,354,0
north,SKU0006,2024-26,32,322,0
north,SKU0006,2024-27,29,293,0
north,SKU0006,2024-28,36,257,0
north,SKU0006,2024-29,36,221,0
north,SKU0006,2024-30,37,184,0
north,SKU0006,2024-31,21,163,0
north,SKU0006,2024-32,23,140,0
north,SKU0006,2024-33,27,113,0
north,SKU0006,2024-34,20,593,500
north,SKU0006,2024-35,28,565,0
north,SKU0006,2024-36,24,541,0
north,SKU0006,2024-37,34,507,0
north,SKU0006,2024-38,27,480,0
north,SKU0006,2024-39,22,458,0
north,SKU0006,2024-40,21,437,0
north,SKU0006,2024-41,17,420,0
north,SKU0006,2024-42,23,397,0
north,SKU0006,2024-43,28,369,0
north,SKU0006,2024-44,17,352,0
north,SKU0006,2024-45,21,331,0
north,SKU0006,2024-46,19,312,0
north,SKU0006,2024-47,31,281,0
north,SKU0006,2024-48,18,263,0
north,SKU0006,2024-49,24,239,0
north,SKU0006,2024-50,21,218,0
north,SKU0006,2024-51,26,192,0
north,SKU0007,2023-24,2,273,0
north,SKU0007,2023-25,3,270,0
north,SKU0007,2023-26,3,267,0
north,SKU0007,2023-27,8,259,0
north,SKU0007,2023-28,9,250,0
north,SKU0007,2023-29,3,247,0
north,SKU0007,2023-30,7,240,0
north,SKU0007,2023-31,10,230,0
north,SKU0007,2023-32,10,220,0
north,SKU0007,2023-33,7,213,0
north,SKU0007,2023-34,10,203,0
north,SKU0007,2023-35,9,194,0
north,SKU0007,2023-36,7,187,0
north,SKU0007,2023-37,14,173,0
north,SKU0007,2023-38,13,160,0
north,SKU0007,2023-39,14,146,0
north,SKU0007,2023-40,15,131,0
north,SKU0007,2023-41,14,117,0
north,SKU0007,2023-42,13,104,0
north,SKU0007,2023-43,25,379,300
north,SKU0007,2023-44,20,359,0
north,SKU0007,2023-45,32,327,0
north,SKU0007,2023-46,20,307,0
north,SKU0007,2023-47,18,289,0
north,SKU0007,2023-48,19,270,0
north,SKU0007,2023-49,26,244,0
north,SKU0007,2023-50,22,222,0
north,SKU0007,2023-51,37,185,0
north,SKU0007,2023-52,26,159,0
north,SKU0007,2024-01,31,128,0
north,SKU0007,2024-02,32,596,500
north,SKU0007,2024-03,34,562,0
north,SKU0007,2024-04,33,529,0
north,SKU0007,2024-05,33,496,0
north,SKU0007,2024-06,48,448,0
north,SKU0007,2024-07,64,384,0
north,SKU0007,2024-08,58,326,0
north,SKU0007,2024-09,50,276,0
north,SKU0007,2024-10,47,229,0
north,SKU0007,2024-11,55,174,0
north,SKU0007,2024-12,44,130,0
north,SKU0007,2024-13,47,283,200
north,SKU0007,2024-14,61,222,0
north,SKU0007,2024-15,52,170,0
north,SKU0007,2024-16,57,113,0
north,SKU0007,2024-17,72,341,300
north,SKU0007,2024-18,69,272,0
north,SKU0007,2024-19,39,233,0
north,SKU0007,2024-20,55,178,0
north,SKU0007,2024-21,52,126,0
north,SKU0007,2024-22,47,279,200
north,SKU0007,2024-23,58,221,0
north,SKU0007,2024-24,52,169,0
north,SKU0007,2024-25,36,133,0
north,SKU0007,2024-26,37,296,200
north,SKU0007,2024-27,44,252,0
north,SKU0007,2024-28,41,211,0
north,SKU0007,2024-29,39,172,0
north,SKU0007,2024-30,31,141,0
north,SKU0007,2024-31,34,107,0
north,SKU0007,2024-32,37,370,300
north,SKU0007,2024-33,29,341,0
north,SKU0007,2024-34,33,308,0
north,SKU0007,2024-35,34,274,0
north,SKU0007,2024-36,27,247,0
north,SKU0007,2024-37,22,225,0
north,SKU0007,2024-38,28,197,0
north,SKU0007,2024-39,24,173,0
north,SKU0007,2024-40,27,146,0
north,SKU0007,2024-41,25,121,0
north,SKU0007,2024-42,27,294,200
north,SKU0007,2024-43,26,268,0
north,SKU0007,2024-44,24,244,0
north,SKU0007,2024-45,18,226,0
north,SKU0007,2024-46,23,203,0
north,SKU0007,2024-47,21,182,0
north,SKU0007,2024-48,25,157,0
north,SKU0007,2024-49,28,129,0
north,SKU0007,2024-50,25,104,0
north,SKU0007,2024-51,29,575,500
north,SKU0008,2023-27,3,290,0
north,SKU0008,2023-28,3,287,0
north,SKU0008,2023-29,4,283,0
north,SKU0008,2023-30,8,275,0
north,SKU0008,2023-31,6,269,0
north,SKU0008,2023-32,11,258,0
north,SKU0008,2023-33,10,248,0
north,SKU0008,2023-34,13,235,0
north,SKU0008,2023-35,9,226,0
north,SKU0008,2023-36,11,215,0
north,SKU0008,2023-37,16,199,0
north,SKU0008,2023-38,11,188,0
north,SKU0008,2023-39,18,170,0
north,SKU0008,2023-40,13,157,0
north,SKU0008,2023-41,17,140,0
north,SKU0008,2023-42,22,118,0
north,SKU0008,2023-43,19,399,300
north,SKU0008,2023-44,31,368,0
north,SKU0008,2023-45,27,341,0
north,SKU0008,2023-46,37,304,0
north,SKU0008,2023-47,55,249,0
north,SKU0008,2023-48,41,208,0
north,SKU0008,2023-49,33,175,0
north,SKU0008,2023-50,39,136,0
north,SKU0008,2023-51,39,397,300
north,SKU0008,2023-52,47,350,0
north,SKU0008,2024-01,43,307,0
north,SKU0008,2024-02,51,256,0
north,SKU0008,2024-03,56,200,0
north,SKU0008,2024-04,47,153,0
north,SKU0008,2024-05,54,299,200
north,SKU0008,2024-06,67,232,0
north,SKU0008,2024-07,62,170,0
north,SKU0008,2024-08,59,111,0
north,SKU0008,2024-09,50,361,300
north,SKU0008,2024-10,45,316,0
north,SKU0008,2024-11,50,266,0
north,SKU0008,2024-12,55,211,0
north,SKU0008,2024-13,50,161,0
north,SKU0008,2024-14,56,105,0
north,SKU0008,2024-15,50,355,300
north,SKU0008,2024-16,59,296,0
north,SKU0008,2024-17,53,243,0
north,SKU0008,2024-18,53,190,0
north,SKU0008,2024-19,42,148,0
north,SKU0008,2024-20,50,298,200
north,SKU0008,2024-21,37,261,0
north,SKU0008,2024-22,37,224,0
north,SKU0008,2024-23,50,174,0
north,SKU0008,2024-24,50,124,0
north,SKU0008,2024-25,43,581,500
north,SKU0008,2024-26,35,546,0
north,SKU0008,2024-27,41,505,0
north,SKU0008,2024-28,48,457,0
north,SKU0008,2024-29,37,420,0
north,SKU0008,2024-30,28,392,0
north,SKU0008,2024-31,35,357,0
north,SKU0008,2024-32,27,330,0
north,SKU0008,2024-33,28,302,0
north,SKU0008,2024-34,29,273,0
north,SKU0008,2024-35,33,240,0
north,SKU0008,2024-36,30,210,0
north,SKU0008,2024-37,26,184,0
north,SKU0008,2024-38,27,157,0
north,SKU0008,2024-39,28,129,0
north,SKU0008,2024-40,22,107,0
north,SKU0008,2024-41,29,278,200
north,SKU0008,2024-42,44,234,0
north,SKU0008,2024-43,26,208,0
north,SKU0008,2024-44,25,183,0
north,SKU0008,2024-45,25,158,0
north,SKU0008,2024-46,32,126,0
north,SKU0008,2024-47,24,102,0
north,SKU0008,2024-48,31,371,300
north,SKU0008,2024-49,28,343,0
north,SKU0008,2024-50,27,316,0
north,SKU0008,2024-51,46,270,0
north,SKU0009,2023-04,2,419,0
north,SKU0009,2023-05,3,416,0
north,SKU0009,2023-06,6,410,0
north,SKU0009,2023-07,5,405,0
north,SKU0009,2023-08,4,401,0
north,SKU0009,2023-09,11,390,0
north,SKU0009,2023-10,7,383,0
north,SKU0009,2023-11,9,374,0
north,SKU0009,2023-12,9,365,0
north,SKU0009,2023-13,13,352,0
north,SKU0009,2023-14,8,344,0
north,SKU0009,2023-15,14,330,0
north,SKU0009,2023-16,7,323,0
north,SKU0009,2023-17,11,312,0
north,SKU0009,2023-18,22,290,0
north,SKU0009,2023-19,15,275,0
north,SKU0009,2023-20,17,258,0
north,SKU0009,2023-21,24,234,0
north,SKU0009,2023-22,11,223,0
north,SKU0009,2023-23,20,203,0
north,SKU0009,2023-24,19,184,0
north,SKU0009,2023-25,9,175,0
north,SKU0009,2023-26,16,159,0
north,SKU0009,2023-27,15,144,0
north,SKU0009,2023-28,18,126,0
north,SKU0009,2023-29,18,108,0
north,SKU0009,2023-30,19,289,200
north,SKU0009,2023-31,19,270,0
north,SKU0009,2023-32,21,249,0
north,SKU0009,2023-33,22,227,0
north,SKU0009,2023-34,12,215,0
north,SKU0009,2023-35,27,188,0
north,SKU0009,2023-36,17,171,0
north,SKU0009,2023-37,21,150,0
north,SKU0009,2023-38,21,129,0
north,SKU0009,2023-39,16,113,0
north,SKU0009,2023-40,27,586,500
north,SKU0009,2023-41,20,566,0
north,SKU0009,2023-42,25,541,0
north,SKU0009,2023-43,12,529,0
north,SKU0009,2023-44,25,504,0
north,SKU0009,2023-45,29,475,0
north,SKU0009,2023-46,17,458,0
north,SKU0009,2023-47,30,428,0
north,SKU0009,2023-48,33,395,0
north,SKU0009,2023-49,21,374,0
north,SKU0009,2023-50,39,335,0
north,SKU0009,2023-51,29,306,0
north,SKU0009,2023-52,33,273,0
north,SKU0009,2024-01,33,240,0
north,SKU0009,2024-02,44,196,0
north,SKU0009,2024-03,35,161,0
north,SKU0009,2024-04,27,134,0
north,SKU0009,2024-05,51,383,300
north,SKU0009,2024-06,38,345,0
north,SKU0009,2024-07,44,301,0
north,SKU0009,2024-08,47,254,0
north,SKU0009,2024-09,34,220,0
north,SKU0009,2024-10,51,169,0
north,SKU0009,2024-11,56,113,0
north,SKU0009,2024-12,55,358,300
north,SKU0009,2024-13,45,313,0
north,SKU0009,2024-14,53,260,0
north,SKU0009,2024-15,57,203,0
north,SKU0009,2024-16,52,151,0
north,SKU0009,2024-17,57,394,300
north,SKU0009,2024-18,44,350,0
north,SKU0009,2024-19,57,293,0
north,SKU0009,2024-20,63,230,0
north,SKU0009,2024-21,55,175,0
north,SKU0009,2024-22,39,136,0
north,SKU0009,2024-23,39,297,200
north,SKU0009,2024-24,58,239,0
north,SKU0009,2024-25,68,171,0
north,SKU0009,2024-26,46,125,0
north,SKU0009,2024-27,70,355,300
north,SKU0009,2024-28,42,313,0
north,SKU0009,2024-29,40,273,0
north,SKU0009,2024-30,39,234,0
north,SKU0009,2024-31,31,203,0
north,SKU0009,2024-32,39,164,0
north,SKU0009,2024-33,37,127,0
north,SKU0009,2024-34,21,106,0
north,SKU0009,2024-35,34,572,500
north,SKU0009,2024-36,31,541,0
north,SKU0009,2024-37,40,501,0
north,SKU0009,2024-38,23,478,0
north,SKU0009,2024-39,23,455,0
north,SKU0009,2024-40,25,430,0
north,SKU0009,2024-41,33,397,0
north,SKU0009,2024-42,37,360,0
north,SKU0009,2024-43,36,324,0
north,SKU0009,2024-44,40,284,0
north,SKU0009,2024-45,29,255,0
north,SKU0009,2024-46,43,212,0
north,SKU0009,2024-47,39,173,0
north,SKU0009,2024-48,30,143,0
north,SKU0009,2024-49,32,111,0
north,SKU0009,2024-50,29,382,300
north,SKU0009,2024-51,40,342,0
north,SKU0010,2023-38,2,447,0
north,SKU0010,2023-39,4,443,0
north,SKU0010,2023-40,5,438,0
north,SKU0010,2023-41,10,428,0
north,SKU0010,2023-42,10,418,0
north,SKU0010,2023-43,11,407,0
north,SKU0010,2023-44,27,380,0
north,SKU0010,2023-45,14,366,0
north,SKU0010,2023-46,21,345,0
north,SKU0010,2023-47,26,319,0
north,SKU0010,2023-48,28,291,0
north,SKU0010,2023-49,22,269,0
north,SKU0010,2023-50,46,223,0
north,SKU0010,2023-51,27,196,0
north,SKU0010,2023-52,52,144,0
north,SKU0010,2024-01,48,596,500
north,SKU0010,2024-02,34,562,0
north,SKU0010,2024-03,43,519,0
north,SKU0010,2024-04,45,474,0
north,SKU0010,2024-05,56,418,0
north,SKU0010,2024-06,33,385,0
north,SKU0010,2024-07,52,333,0
north,SKU0010,2024-08,32,301,0
north,SKU0010,2024-09,73,228,0
north,SKU0010,2024-10,58,170,0
north,SKU0010,2024-11,46,124,0
north,SKU0010,2024-12,50,374,300
north,SKU0010,2024-13,63,311,0
north,SKU0010,2024-14,53,258,0
north,SKU0010,2024-15,62,196,0
north,SKU0010,2024-16,53,143,0
north,SKU0010,2024-17,35,108,0
north,SKU0010,2024-18,51,257,200
north,SKU0010,2024-19,28,229,0
north,SKU0010,2024-20,53,176,0
north,SKU0010,2024-21,31,145,0
north,SKU0010,2024-22,32,113,0
north,SKU0010,2024-23,17,296,200
north,SKU0010,2024-24,30,266,0
north,SKU0010,2024-25,38,228,0
north,SKU0010,2024-26,25,203,0
north,SKU0010,2024-27,40,163,0
north,SKU0010,2024-28,43,120,0
north,SKU0010,2024-29,7,113,0
north,SKU0010,2024-30,20,293,200
north,SKU0010,2024-31,29,264,0
north,SKU0010,2024-32,32,232,0
north,SKU0010,2024-33,27,205,0
north,SKU0010,2024-34,18,187,0
north,SKU0010,2024-35,20,167,0
north,SKU0010,2024-36,20,147,0
north,SKU0010,2024-37,25,122,0
north,SKU0010,2024-38,27,595,500
north,SKU0010,2024-39,20,575,0
north,SKU0010,2024-40,23,552,0
north,SKU0010,2024-41,20,532,0
north,SKU0010,2024-42,17,515,0
north,SKU0010,2024-43,16,499,0
north,SKU0010,2024-44,34,465,0
north,SKU0010,2024-45,17,448,0
north,SKU0010,2024-46,20,428,0
north,SKU0010,2024-47,15,413,0
north,SKU0010,2024-48,21,392,0
north,SKU0010,2024-49,18,374,0
north,SKU0010,2024-50,14,360,0
north,SKU0010,2024-51,27,333,0
north,SKU0011,2023-08,1,456,0
north,SKU0011,2023-10,3,453,0
north,SKU0011,2023-11,3,450,0
north,SKU0011,2023-12,7,443,0
north,SKU0011,2023-13,6,437,0
north,SKU0011,2023-14,8,429,0
north,SKU0011,2023-15,9,420,0
north,SKU0011,2023-16,7,413,0
north,SKU0011,2023-17,9,404,0
north,SKU0011,2023-18,12,392,0
north,SKU0011,2023-19,7,385,0
north,SKU0011,2023-20,10,375,0
north,SKU0011,2023-21,12,363,0
north,SKU0011,2023-22,8,355,0
north,SKU0011,2023-23,8,347,0
north,SKU0011,2023-24,12,335,0
north,SKU0011,2023-25,13,322,0
north,SKU0011,2023-26,19,303,0
north,SKU0011,2023-27,16,287,0
north,SKU0011,2023-28,19,268,0
north,SKU0011,2023-29,19,249,0
north,SKU0011,2023-30,27,222,0
north,SKU0011,2023-31,14,208,0
north,SKU0011,2023-32,15,193,0
north,SKU0011,2023-33,21,172,0
north,SKU0011,2023-34,16,156,0
north,SKU0011,2023-35,24,132,0
north,SKU0011,2023-36,19,113,0
north,SKU0011,2023-37,7,106,0
north,SKU0011,2023-38,21,285,200
north,SKU0011,2023-39,20,265,0
north,SKU0011,2023-40,17,248,0
north,SKU0011,2023-41,30,218,0
north,SKU0011,2023-42,36,182,0
north,SKU0011,2023-43,37,145,0
north,SKU0011,2023-44,20,125,0
north,SKU0011,2023-45,22,103,0
north,SKU0011,2023-46,26,577,500
north,SKU0011,2023-47,16,561,0
north,SKU0011,2023-48,24,537,0
north,SKU0011,2023-49,40,497,0
north,SKU0011,2023-50,49,448,0
north,SKU0011,2023-51,54,394,0
north,SKU0011,2023-52,33,361,0
north,SKU0011,2024-01,59,302,0
north,SKU0011,2024-02,50,252,0
north,SKU0011,2024-03,37,215,0
north,SKU0011,2024-04,56,159,0
north,SKU0011,2024-05,57,102,0
north,SKU0011,2024-06,35,367,300
north,SKU0011,2024-07,24,343,0
north,SKU0011,2024-08,52,291,0
north,SKU0011,2024-09,56,235,0
north,SKU0011,2024-10,69,166,0
north,SKU0011,2024-11,87,579,500
north,SKU0011,2024-12,67,512,0
north,SKU0011,2024-13,53,459,0
north,SKU0011,2024-14,50,409,0
north,SKU0011,2024-15,40,369,0
north,SKU0011,2024-16,61,308,0
north,SKU0011,2024-17,63,245,0
north,SKU0011,2024-18,32,213,0
north,SKU0011,2024-19,37,176,0
north,SKU0011,2024-20,70,106,0
north,SKU0011,2024-21,52,254,200
north,SKU0011,2024-22,50,204,0
north,SKU0011,2024-23,65,139,0
north,SKU0011,2024-24,66,273,200
north,SKU0011,2024-25,65,208,0
north,SKU0011,2024-26,67,141,0
north,SKU0011,2024-27,33,108,0
north,SKU0011,2024-28,40,268,200
north,SKU0011,2024-29,42,226,0
north,SKU0011,2024-30,54,172,0
north,SKU0011,2024-31,62,110,0
north,SKU0011,2024-32,41,569,500
north,SKU0011,2024-33,54,515,0
north,SKU0011,2024-34,56,459,0
north,SKU0011,2024-35,30,429,0
north,SKU0011,2024-36,23,406,0
north,SKU0011,2024-37,29,377,0
north,SKU0011,2024-38,33,344,0
north,SKU0011,2024-39,42,302,0
north,SKU0011,2024-40,35,267,0
north,SKU0011,2024-41,41,226,0
north,SKU0011,2024-42,23,203,0
north,SKU0011,2024-43,39,164,0
north,SKU0011,2024-44,29,135,0
north,SKU0011,2024-45,31,104,0
north,SKU0011,2024-46,31,573,500
north,SKU0011,2024-47,38,535,0
north,SKU0011,2024-48,45,490,0
north,SKU0011,2024-49,44,446,0
north,SKU0011,2024-50,50,396,0
north,SKU0011,2024-51,27,369,0
north,SKU0012,2023-06,1,299,0
north,SKU0012,2023-07,3,296,0
north,SKU0012,2023-08,4,292,0
north,SKU0012,2023-09,5,287,0
north,SKU0012,2023-10,7,280,0
north,SKU0012,2023-11,6,274,0
north,SKU0012,2023-12,7,267,0
north,SKU0012,2023-13,9,258,0
north,SKU0012,2023-14,8,250,0
north,SKU0012,2023-15,11,239,0
north,SKU0012,2023-16,18,221,0
north,SKU0012,2023-17,13,208,0
north,SKU0012,2023-18,19,189,0
north,SKU0012,2023-19,19,170,0
north,SKU0012,2023-20,20,150,0
north,SKU0012,2023-21,29,121,0
north,SKU0012,2023-22,17,104,0
north,SKU0012,2023-23,32,572,500
north,SKU0012,2023-24,19,553,0
north,SKU0012,2023-25,31,522,0
north,SKU0012,2023-26,12,510,0
north,SKU0012,2023-27,21,489,0
north,SKU0012,2023-28,15,474,0
north,SKU0012,2023-29,31,443,0
north,SKU0012,2023-30,34,409,0
north,SKU0012,2023-31,27,382,0
north,SKU0012,2023-32,22,360,0
north,SKU0012,2023-33,31,329,0
north,SKU0012,2023-34,14,315,0
north,SKU0012,2023-35,25,290,0
north,SKU0012,2023-36,30,260,0
north,SKU0012,2023-37,37,223,0
north,SKU0012,2023-38,34,189,0
north,SKU0012,2023-39,49,140,0
north,SKU0012,2023-40,37,103,0
north,SKU0012,2023-41,34,269,200
north,SKU0012,2023-42,20,249,0
north,SKU0012,2023-43,32,217,0
north,SKU0012,2023-44,24,193,0
north,SKU0012,2023-45,36,157,0
north,SKU0012,2023-46,51,106,0
north,SKU0012,2023-47,54,252,200
north,SKU0012,2023-48,52,200,0
north,SKU0012,2023-49,35,165,0
north,SKU0012,2023-50,51,114,0
north,SKU0012,2023-51,37,377,300
north,SKU0012,2023-52,36,341,0
north,SKU0012,2024-01,51,290,0
north,SKU0012,2024-02,26,264,0
north,SKU0012,2024-03,68,196,0
north,SKU0012,2024-04,54,142,0
north,SKU0012,2024-05,35,107,0
north,SKU0012,2024-06,57,550,500
north,SKU0012,2024-07,88,462,0
north,SKU0012,2024-08,57,405,0
north,SKU0012,2024-09,69,336,0
north,SKU0012,2024-10,55,281,0
north,SKU0012,2024-11,62,219,0
north,SKU0012,2024-12,45,174,0
north,SKU0012,2024-13,36,138,0
north,SKU0012,2024-14,71,267,200
north,SKU0012,2024-15,71,196,0
north,SKU0012,2024-16,32,164,0
north,SKU0012,2024-17,56,108,0
north,SKU0012,2024-18,49,259,200
north,SKU0012,2024-19,30,229,0
north,SKU0012,2024-20,70,159,0
north,SKU0012,2024-21,79,580,500
north,SKU0012,2024-22,34,546,0
north,SKU0012,2024-23,56,490,0
north,SKU0012,2024-24,40,450,0
north,SKU0012,2024-25,30,420,0
north,SKU0012,2024-26,43,377,0
north,SKU0012,2024-27,50,327,0
north,SKU0012,2024-28,37,290,0
north,SKU0012,2024-29,39,251,0
north,SKU0012,2024-30,37,214,0
north,SKU0012,2024-31,33,181,0
north,SKU0012,2024-32,48,133,0
north,SKU0012,2024-33,33,100,0
north,SKU0012,2024-34,25,375,300
north,SKU0012,2024-35,28,347,0
north,SKU0012,2024-36,37,310,0
north,SKU0012,2024-37,30,280,0
north,SKU0012,2024-38,50,230,0
north,SKU0012,2024-39,30,200,0
north,SKU0012,2024-40,24,176,0
north,SKU0012,2024-41,32,144,0
north,SKU0012,2024-42,47,397,300
north,SKU0012,2024-43,35,362,0
north,SKU0012,2024-44,30,332,0
north,SKU0012,2024-45,48,284,0
north,SKU0012,2024-46,19,265,0
north,SKU0012,2024-47,41,224,0
north,SKU0012,2024-48,49,175,0
north,SKU0012,2024-49,37,138,0
north,SKU0012,2024-50,29,109,0
north,SKU0012,2024-51,42,267,200
north,SKU0013,2023-36,2,439,0
north,SKU0013,2023-37,5,434,0
north,SKU0013,2023-38,2,432,0
north,SKU0013,2023-39,2,430,0
north,SKU0013,2023-40,4,426,0
north,SKU0013,2023-41,1,425,0
north,SKU0013,2023-42,2,423,0
north,SKU0013,2023-43,5,418,0
north,SKU0013,2023-44,11,407,0
north,SKU0013,2023-45,9,398,0
north,SKU0013,2023-46,14,384,0
north,SKU0013,2023-47,14,370,0
north,SKU0013,2023-48,21,349,0
north,SKU0013,2023-49,11,338,0
north,SKU0013,2023-50,14,324,0
north,SKU0013,2023-51,18,306,0
north,SKU0013,2023-52,27,279,0
north,SKU0013,2024-01,18,261,0
north,SKU0013,2024-02,17,244,0
north,SKU0013,2024-03,32,212,0
north,SKU0013,2024-04,32,180,0
north,SKU0013,2024-05,29,151,0
north,SKU0013,2024-06,31,120,0
north,SKU0013,2024-07,40,580,500
north,SKU0013,2024-08,23,557,0
north,SKU0013,2024-09,27,530,0
north,SKU0013,2024-10,43,487,0
north,SKU0013,2024-11,44,443,0
north,SKU0013,2024-12,43,400,0
north,SKU0013,2024-13,43,357,0
north,SKU0013,2024-14,40,317,0
north,SKU0013,2024-15,31,286,0
north,SKU0013,2024-16,35,251,0
north,SKU0013,2024-17,54,197,0
north,SKU0013,2024-18,57,140,0
north,SKU0013,2024-19,55,585,500
north,SKU0013,2024-20,70,515,0
north,SKU0013,2024-21,62,453,0
north,SKU0013,2024-22,45,408,0
north,SKU0013,2024-23,62,346,0
north,SKU0013,2024-24,54,292,0
north,SKU0013,2024-25,61,231,0
north,SKU0013,2024-26,51,180,0
north,SKU0013,2024-27,42,138,0
north,SKU0013,2024-28,53,285,200
north,SKU0013,2024-29,51,234,0
north,SKU0013,2024-30,45,189,0
north,SKU0013,2024-31,41,148,0
north,SKU0013,2024-32,37,111,0
north,SKU0013,2024-33,41,370,300
north,SKU0013,2024-34,37,333,0
north,SKU0013,2024-35,36,297,0
north,SKU0013,2024-36,19,278,0
north,SKU0013,2024-37,40,238,0
north,SKU0013,2024-38,36,202,0
north,SKU0013,2024-39,31,171,0
north,SKU0013,2024-40,22,149,0
north,SKU0013,2024-41,31,118,0
north,SKU0013,2024-42,33,285,200
north,SKU0013,2024-43,30,255,0
north,SKU0013,2024-44,25,230,0
north,SKU0013,2024-45,36,194,0
north,SKU0013,2024-46,31,163,0
north,SKU0013,2024-47,19,144,0
north,SKU0013,2024-48,29,115,0
north,SKU0013,2024-49,41,374,300
north,SKU0013,2024-50,44,330,0
north,SKU0013,2024-51,43,287,0
north,SKU0014,2023-04,3,286,0
north,SKU0014,2023-05,3,283,0
north,SKU0014,2023-06,4,279,0
north,SKU0014,2023-07,5,274,0
north,SKU0014,2023-08,5,269,0
north,SKU0014,2023-09,3,266,0
north,SKU0014,2023-10,5,261,0
north,SKU0014,2023-11,6,255,0
north,SKU0014,2023-12,6,249,0
north,SKU0014,2023-13,5,244,0
north,SKU0014,2023-14,9,235,0
north,SKU0014,2023-15,3,232,0
north,SKU0014,2023-16,13,219,0
north,SKU0014,2023-17,18,201,0
north,SKU0014,2023-18,17,184,0
north,SKU0014,2023-19,12,172,0
north,SKU0014,2023-20,10,162,0
north,SKU0014,2023-21,12,150,0
north,SKU0014,2023-22,12,138,0
north,SKU0014,2023-23,12,126,0
north,SKU0014,2023-24,12,114,0
north,SKU0014,2023-25,18,396,300
north,SKU0014,2023-26,18,378,0
north,SKU0014,2023-27,18,360,0
north,SKU0014,2023-28,14,346,0
north,SKU0014,2023-29,23,323,0
north,SKU0014,2023-30,16,307,0
north,SKU0014,2023-31,20,287,0
north,SKU0014,2023-32,23,264,0
north,SKU0014,2023-33,22,242,0
north,SKU0014,2023-34,15,227,0
north,SKU0014,2023-35,25,202,0
north,SKU0014,2023-36,24,178,0
north,SKU0014,2023-37,18,160,0
north,SKU0014,2023-38,20,140,0
north,SKU0014,2023-39,26,114,0
north,SKU0014,2023-40,24,390,300
north,SKU0014,2023-41,20,370,0
north,SKU0014,2023-42,19,351,0
north,SKU0014,2023-43,41,310,0
north,SKU0014,2023-44,32,278,0
north,SKU0014,2023-45,45,233,0
north,SKU0014,2023-46,38,195,0
north,SKU0014,2023-47,25,170,0
north,SKU0014,2023-48,35,135,0
north,SKU0014,2023-49,39,596,500
north,SKU0014,2023-50,43,553,0
north,SKU0014,2023-51,26,527,0
north,SKU0014,2023-52,38,489,0
